transaction_id,price,customer_id,payment_method,timestamp,flag,total_quantity
140938,244.6,3006,Bank Transfer,2024-09-13 06:20:54,app,7
140939,290.87,6976,PayPal,2023-11-14 06:02:03,app,1
140940,279.51,3472,Bank Transfer,2023-11-29 08:46:49,app,6
140941,570.09,80,Bank Transfer,2024-07-24 14:35:46,app,7
140942,90.31,5730,Bank Transfer,2024-09-04 13:39:36,app,9
140943,742.18,510,Credit Card,2024-05-06 22:43:37,app,5
140944,624.02,4370,Bank Transfer,2024-02-28 11:46:46,app,9
140945,583.64,1639,Credit Card,2024-05-03 22:29:28,app,1
140946,710.31,4856,Bank Transfer,2024-04-10 01:25:45,app,9
140947,348.61,5530,Bank Transfer,2024-08-27 07:53:42,app,5
140948,677.7,1714,Credit Card,2024-09-12 13:46:57,app,1
140949,191.42,1931,PayPal,2023-10-20 10:49:46,app,5
140950,814.43,1718,Credit Card,2024-07-01 01:10:58,app,1
140951,762.53,4736,Credit Card,2023-10-25 18:08:27,app,4
140952,354.4,7184,PayPal,2024-02-09 12:37:10,app,5
140953,239.56,9813,Bank Transfer,2023-12-03 08:06:06,app,10
140954,998.23,2296,PayPal,2024-03-15 18:20:15,app,9
140955,733.15,7822,Bank Transfer,2023-12-17 20:16:42,app,7
140956,158.07,8477,Bank Transfer,2023-12-17 10:01:10,app,10
140957,719.85,3723,PayPal,2023-11-20 18:08:42,app,4
140958,112.53,2281,Bank Transfer,2024-06-27 10:29:33,app,3
140959,718.99,7782,Credit Card,2024-02-02 20:47:50,app,6
140960,523.72,9415,PayPal,2023-12-15 13:13:59,app,5
140961,705.26,7099,Bank Transfer,2023-10-16 23:23:56,app,5
140962,582.16,4662,Bank Transfer,2024-07-06 09:11:53,app,4
140963,598.21,455,Credit Card,2024-04-05 03:14:45,app,6
140964,664.82,8362,Bank Transfer,2023-11-28 20:53:09,app,6
140965,878.24,1211,PayPal,2024-08-03 09:24:00,app,4
140966,423.59,6366,Credit Card,2023-12-16 07:12:36,app,3
140967,473.31,9564,Credit Card,2024-09-01 06:53:41,app,4
140968,554.36,3530,Bank Transfer,2023-11-03 08:59:47,app,8
140969,539.18,9687,Credit Card,2023-12-01 12:55:27,app,4
140970,146.73,6282,Credit Card,2024-09-26 04:47:43,app,10
140971,531.12,289,Bank Transfer,2023-12-05 08:13:39,app,1
140972,163.2,3269,PayPal,2023-11-15 01:35:33,app,4
140973,899.56,114,Credit Card,2024-06-10 01:53:00,app,9
140974,506.19,4058,Bank Transfer,2024-03-05 11:30:34,app,2
140975,501.3,9053,PayPal,2024-09-12 22:49:47,app,3
140976,809.17,1270,Bank Transfer,2023-10-19 21:42:52,app,7
140977,490.34,4662,PayPal,2024-02-23 12:43:49,app,7
140978,399.43,1863,Bank Transfer,2024-06-20 08:04:08,app,1
140979,215.71,2763,PayPal,2024-05-17 21:29:07,app,10
140980,511.81,8554,Bank Transfer,2024-05-18 20:18:15,app,6
140981,656.77,2069,Credit Card,2024-04-30 04:45:12,app,2
140982,555.18,5681,PayPal,2023-12-17 00:34:40,app,6
140983,291.32,5458,PayPal,2024-03-01 09:11:25,app,4
140984,850.52,3762,Bank Transfer,2024-02-07 08:14:06,app,6
140985,375.08,7886,PayPal,2024-03-25 16:39:13,app,5
140986,679.42,9939,Credit Card,2024-06-22 20:24:50,app,8
140987,717.62,8094,PayPal,2024-07-08 14:50:26,app,10
140988,51.13,311,PayPal,2024-06-10 08:54:27,app,1
140989,908.19,2380,PayPal,2024-07-24 13:41:04,app,4
140990,754.92,1676,Credit Card,2023-11-19 20:17:47,app,1
140991,821.1,6542,Credit Card,2023-12-25 08:09:11,app,6
140992,628.67,7497,Credit Card,2023-12-05 22:29:01,app,10
140993,978.85,6409,Credit Card,2024-06-29 15:42:04,app,5
140994,562.54,1545,Bank Transfer,2024-05-21 04:56:41,app,10
140995,698.3,71,PayPal,2024-02-05 11:48:58,app,4
140996,410.55,5949,Credit Card,2023-12-18 18:05:41,app,4
140997,976.15,9517,Bank Transfer,2023-11-25 02:58:53,app,2
140998,680.04,5712,Bank Transfer,2024-04-29 15:39:08,app,10
140999,941.9,5174,PayPal,2023-11-13 19:18:14,app,1
141000,309.61,6403,Bank Transfer,2024-09-12 20:08:04,app,1
141001,747.95,3540,Bank Transfer,2024-07-01 00:16:41,app,6
141002,485.87,7230,Bank Transfer,2024-05-20 07:55:38,app,10
141003,516.49,7793,PayPal,2024-08-16 18:40:23,app,10
141004,515.13,3012,Credit Card,2024-05-21 21:55:07,app,9
141005,450.37,7669,PayPal,2023-12-19 09:38:35,app,9
141006,899.0,3614,Credit Card,2024-07-28 19:14:13,app,3
141007,988.83,3459,PayPal,2023-11-10 16:40:08,app,7
141008,811.48,8545,PayPal,2024-07-30 16:50:14,app,10
141009,752.43,1798,Credit Card,2023-10-20 00:13:25,app,4
141010,931.46,8086,Bank Transfer,2024-05-27 01:12:59,app,3
141011,632.27,9779,Bank Transfer,2024-02-29 15:37:17,app,3
141012,416.79,6014,Credit Card,2024-09-20 07:58:13,app,3
141013,529.51,6687,Credit Card,2024-01-30 23:19:07,app,3
141014,603.73,7494,PayPal,2023-12-01 16:43:42,app,4
141015,651.25,1307,Bank Transfer,2024-06-26 07:10:25,app,3
141016,997.57,1985,Bank Transfer,2024-09-23 08:37:37,app,3
141017,895.84,2045,PayPal,2023-10-28 13:42:46,app,2
141018,572.56,5226,Bank Transfer,2023-10-26 13:23:19,app,2
141019,966.19,5778,PayPal,2024-02-03 19:05:34,app,5
141020,332.26,2674,Bank Transfer,2023-10-23 04:33:31,app,7
141021,679.77,142,Credit Card,2024-02-19 09:16:19,app,7
141022,454.17,1353,PayPal,2023-11-12 00:07:34,app,10
141023,833.88,5694,Credit Card,2024-03-07 16:58:11,app,3
141024,415.23,1869,Credit Card,2023-10-29 12:19:34,app,10
141025,687.05,9094,PayPal,2023-10-29 20:10:19,app,6
141026,69.13,9665,Bank Transfer,2023-12-14 05:52:37,app,1
141027,422.32,4172,Bank Transfer,2024-01-16 10:20:02,app,6
141028,545.33,4875,Bank Transfer,2024-02-21 19:28:12,app,3
141029,891.97,6001,Credit Card,2024-04-02 08:18:08,app,10
141030,801.91,5080,Bank Transfer,2024-07-16 03:54:42,app,5
141031,465.2,1637,Credit Card,2024-10-02 15:53:11,app,3
141032,123.34,9383,Credit Card,2023-11-26 23:43:38,app,3
141033,992.58,6498,Bank Transfer,2024-07-04 17:12:06,app,9
141034,187.39,2224,Bank Transfer,2024-02-22 06:42:00,app,10
141035,301.72,5346,Credit Card,2024-03-21 03:43:06,app,5
141036,602.46,6130,Credit Card,2023-12-03 04:21:56,app,4
141037,893.6,7541,Credit Card,2024-07-23 21:19:44,app,5
141038,657.9,696,Bank Transfer,2024-05-20 06:36:59,app,3
141039,850.9,5618,PayPal,2024-03-06 04:05:36,app,7
141040,436.82,3303,PayPal,2024-06-27 17:34:42,app,2
141041,414.03,8534,Credit Card,2024-10-02 06:47:25,app,9
141042,46.0,1525,Bank Transfer,2023-11-21 22:07:27,app,7
141043,180.23,3358,Bank Transfer,2024-04-16 04:58:25,app,5
141044,825.04,4455,PayPal,2024-06-23 03:09:41,app,6
141045,896.57,9650,Bank Transfer,2023-10-09 05:22:18,app,3
141046,480.19,1536,PayPal,2024-02-08 22:01:56,app,1
141047,479.06,7595,Bank Transfer,2023-11-01 03:02:35,app,4
141048,958.75,4651,Credit Card,2024-04-02 18:06:58,app,7
141049,849.14,8930,Bank Transfer,2023-10-18 23:28:13,app,5
141050,267.68,2054,Credit Card,2024-09-18 20:54:55,app,9
141051,464.32,7787,Bank Transfer,2024-01-15 15:19:06,app,9
141052,561.24,9070,Credit Card,2023-12-05 12:38:44,app,2
141053,259.12,6452,Credit Card,2024-06-04 08:25:25,app,4
141054,430.11,1670,PayPal,2024-09-21 00:31:52,app,3
141055,928.85,1797,Bank Transfer,2024-03-29 12:48:40,app,7
141056,749.51,7080,Credit Card,2024-02-17 19:48:52,app,2
141057,271.13,2475,Credit Card,2023-11-19 04:21:57,app,3
141058,916.39,5110,Bank Transfer,2023-12-21 20:02:29,app,7
141059,124.03,4214,Bank Transfer,2023-12-02 09:14:25,app,8
141060,249.11,7214,PayPal,2024-06-23 08:25:59,app,8
141061,819.97,6389,Bank Transfer,2023-11-15 09:53:24,app,7
141062,111.74,7747,Bank Transfer,2024-07-14 05:12:56,app,5
141063,138.36,6866,Bank Transfer,2024-08-31 22:01:54,app,10
141064,737.87,3218,Bank Transfer,2023-12-29 18:07:39,app,9
141065,779.75,8458,Credit Card,2024-06-10 10:23:40,app,9
141066,872.39,2790,PayPal,2024-05-07 19:23:30,app,10
141067,473.86,9751,Bank Transfer,2023-10-07 03:44:12,app,2
141068,157.26,5770,PayPal,2024-03-07 13:23:02,app,5
141069,292.34,3383,Credit Card,2024-03-29 20:07:43,app,3
141070,652.04,914,Bank Transfer,2023-10-03 18:04:07,app,5
141071,765.66,8379,Credit Card,2024-01-17 21:47:06,app,1
141072,835.45,6125,PayPal,2024-09-11 16:18:45,app,2
141073,851.53,1219,Bank Transfer,2023-11-13 05:36:19,app,5
141074,124.78,7326,Bank Transfer,2024-07-06 10:44:05,app,9
141075,785.8,1504,PayPal,2024-08-02 07:53:21,app,7
141076,973.25,1180,Bank Transfer,2024-05-29 09:24:58,app,1
141077,979.38,6600,PayPal,2024-01-23 13:25:42,app,2
141078,115.89,2197,Credit Card,2024-01-10 17:19:17,app,8
141079,825.32,549,Bank Transfer,2023-10-05 10:58:13,app,6
141080,975.44,552,PayPal,2024-01-20 13:44:48,app,6
141081,191.11,1239,PayPal,2023-11-20 19:20:49,app,2
141082,432.35,656,PayPal,2024-02-18 05:03:12,app,4
141083,683.27,3580,Bank Transfer,2024-06-29 12:30:19,app,2
141084,565.19,5193,Bank Transfer,2023-11-11 19:25:04,app,9
141085,240.74,2929,Credit Card,2024-02-15 07:58:32,app,1
141086,442.13,7949,Bank Transfer,2024-03-15 05:07:00,app,3
141087,804.41,4959,Bank Transfer,2023-10-23 11:22:34,app,10
141088,458.09,1629,Credit Card,2024-05-14 20:28:14,app,8
141089,959.49,1266,Bank Transfer,2024-08-12 18:07:26,app,5
141090,49.74,2468,Credit Card,2024-08-27 02:02:17,app,6
141091,723.94,2609,PayPal,2023-10-13 04:51:45,app,9
141092,158.03,6306,PayPal,2024-03-30 03:42:18,app,6
141093,477.53,2581,PayPal,2023-10-20 12:35:07,app,5
141094,234.15,1538,Credit Card,2024-06-02 18:25:12,app,1
141095,680.03,5604,Credit Card,2024-03-20 15:55:26,app,7
141096,188.9,8539,Bank Transfer,2024-04-04 11:48:37,app,2
141097,612.52,2988,Bank Transfer,2023-12-02 15:37:48,app,1
141098,681.41,5063,Bank Transfer,2024-06-21 19:43:40,app,4
141099,740.2,7398,PayPal,2024-05-06 03:10:59,app,9
141100,431.36,9993,Bank Transfer,2024-02-07 15:36:10,app,3
141101,668.65,395,PayPal,2024-01-30 23:37:01,app,2
141102,754.01,2687,Bank Transfer,2024-03-24 07:56:29,app,7
141103,756.14,8863,Credit Card,2024-09-25 06:43:39,app,7
141104,727.97,9399,Bank Transfer,2024-06-10 04:17:31,app,7
141105,215.62,9879,PayPal,2023-11-02 21:27:09,app,3
141106,548.15,8823,PayPal,2023-12-11 19:41:58,app,3
141107,220.3,827,PayPal,2024-03-06 23:45:13,app,3
141108,212.19,8693,PayPal,2023-11-11 20:29:08,app,2
141109,686.89,2394,Credit Card,2024-07-31 04:43:28,app,7
141110,597.92,1604,Credit Card,2023-12-21 14:11:33,app,8
141111,969.75,29,PayPal,2024-06-02 22:59:12,app,3
141112,406.53,5021,Bank Transfer,2024-04-02 12:01:17,app,9
141113,872.1,88,PayPal,2024-01-22 02:51:46,app,1
141114,444.67,1526,Credit Card,2024-02-14 18:25:49,app,3
141115,435.08,6896,Bank Transfer,2024-05-18 14:01:13,app,8
141116,204.16,2713,Credit Card,2024-04-14 04:43:31,app,8
141117,208.22,1482,Bank Transfer,2023-10-29 09:55:27,app,10
141118,102.15,731,Credit Card,2023-12-13 13:20:05,app,1
141119,553.77,7717,PayPal,2024-05-01 09:26:05,app,2
141120,470.05,656,Bank Transfer,2023-11-08 04:50:47,app,10
141121,865.08,6198,PayPal,2024-06-08 15:14:03,app,9
141122,864.15,4760,PayPal,2024-04-17 13:27:05,app,9
141123,397.09,4332,PayPal,2023-11-19 13:36:18,app,5
141124,341.31,1647,Credit Card,2023-10-20 16:23:27,app,3
141125,300.22,9059,PayPal,2023-12-31 09:09:55,app,3
141126,353.92,7666,Bank Transfer,2024-08-30 17:44:50,app,7
141127,304.93,4466,Credit Card,2024-03-13 15:22:08,app,3
141128,977.28,7576,PayPal,2024-05-06 18:57:54,app,4
141129,519.32,4738,Bank Transfer,2024-02-02 12:35:03,app,2
141130,97.7,1697,Bank Transfer,2024-04-24 14:34:22,app,3
141131,23.61,6222,Credit Card,2023-10-20 21:26:05,app,7
141132,465.41,7083,Credit Card,2024-04-14 21:52:06,app,5
141133,701.66,6426,Bank Transfer,2024-06-19 17:57:22,app,9
141134,161.67,9742,Bank Transfer,2023-10-30 09:03:53,app,9
141135,640.06,3508,Credit Card,2024-05-17 09:36:41,app,8
141136,862.83,4786,PayPal,2023-12-07 10:45:05,app,9
141137,514.85,1966,Bank Transfer,2024-04-19 23:08:23,app,1
141138,193.51,3121,Bank Transfer,2024-03-18 20:44:09,app,8
141139,276.97,4348,Credit Card,2024-06-28 23:10:12,app,4
141140,767.55,5423,Bank Transfer,2024-08-13 01:27:20,app,7
141141,968.9,4826,Bank Transfer,2024-03-12 00:54:22,app,2
141142,732.62,8684,Credit Card,2024-06-24 23:43:33,app,6
141143,57.58,3326,Bank Transfer,2024-08-28 14:01:59,app,9
141144,287.9,1117,Credit Card,2023-12-07 00:22:53,app,6
141145,916.36,6194,PayPal,2024-05-05 06:40:50,app,10
141146,717.61,1048,Credit Card,2024-09-02 18:11:30,app,1
141147,28.35,8386,Credit Card,2023-12-15 00:25:51,app,9
141148,33.3,6893,Bank Transfer,2024-07-22 13:15:35,app,5
141149,797.26,5849,Credit Card,2024-05-28 03:09:36,app,3
141150,32.03,6942,PayPal,2024-03-22 03:45:05,app,4
141151,271.3,9930,Bank Transfer,2024-01-22 09:11:54,app,10
141152,345.07,374,PayPal,2024-08-24 16:52:27,app,4
141153,580.62,8217,Credit Card,2024-01-27 09:40:39,app,4
141154,448.24,3330,PayPal,2024-08-09 14:46:28,app,9
141155,648.21,8150,PayPal,2024-01-12 11:55:18,app,7
141156,761.68,5245,PayPal,2024-07-26 02:18:32,app,8
141157,618.7,2063,PayPal,2024-05-07 23:34:56,app,1
141158,976.96,2029,PayPal,2024-09-28 19:25:10,app,1
141159,580.41,1366,Bank Transfer,2023-11-18 07:24:22,app,3
141160,425.76,9042,Bank Transfer,2023-11-06 06:01:11,app,6
141161,164.85,3279,Credit Card,2024-04-29 14:30:05,app,1
141162,826.53,7864,Credit Card,2023-12-26 13:44:51,app,2
141163,94.09,8908,PayPal,2024-02-07 19:50:44,app,8
141164,978.79,7960,PayPal,2023-10-30 16:25:20,app,4
141165,66.23,6503,PayPal,2024-04-20 14:10:06,app,5
141166,901.15,2260,PayPal,2024-04-01 12:06:55,app,7
141167,940.66,8187,PayPal,2024-01-26 18:21:43,app,5
141168,866.98,3770,PayPal,2024-09-07 22:56:53,app,10
141169,314.7,6590,PayPal,2024-03-16 19:15:28,app,9
141170,818.81,7005,PayPal,2024-05-21 01:27:15,app,3
141171,377.54,5456,Bank Transfer,2024-03-06 08:30:44,app,9
141172,336.27,3300,PayPal,2024-01-21 14:38:18,app,1
141173,62.25,6406,Credit Card,2024-03-30 02:22:42,app,1
141174,953.87,3830,Bank Transfer,2024-03-19 01:17:09,app,9
141175,710.74,3024,Bank Transfer,2024-04-27 12:01:26,app,1
141176,153.19,6503,Bank Transfer,2024-08-24 08:46:25,app,4
141177,157.12,2574,Bank Transfer,2024-02-26 05:52:15,app,3
141178,319.18,4202,Credit Card,2023-12-30 00:31:10,app,3
141179,259.41,2975,PayPal,2024-06-28 00:30:20,app,9
141180,538.84,1629,Bank Transfer,2023-12-09 16:51:13,app,4
141181,738.67,983,Credit Card,2024-07-08 19:07:58,app,1
141182,113.92,1980,PayPal,2024-04-30 12:06:40,app,6
141183,748.61,4260,Credit Card,2024-08-04 05:25:08,app,4
141184,544.73,7981,Bank Transfer,2024-08-11 02:59:42,app,4
141185,441.72,8896,PayPal,2024-08-04 01:19:47,app,10
141186,61.33,6659,PayPal,2024-05-18 20:27:08,app,1
141187,743.05,6435,Credit Card,2024-07-05 22:44:24,app,9
141188,991.34,8528,PayPal,2024-07-07 03:25:00,app,5
141189,634.51,1343,Credit Card,2024-07-14 04:01:09,app,9
141190,929.7,6437,Bank Transfer,2023-10-20 20:19:32,app,9
141191,754.66,5513,PayPal,2024-09-26 02:28:58,app,2
141192,389.38,7444,Credit Card,2024-05-04 18:30:55,app,10
141193,984.19,2372,Credit Card,2024-06-22 01:22:29,app,8
141194,921.34,7886,Bank Transfer,2024-07-14 21:34:01,app,5
141195,451.43,5041,PayPal,2024-01-04 00:52:00,app,5
141196,100.01,9624,Bank Transfer,2024-04-28 07:40:39,app,9
141197,954.45,6989,Bank Transfer,2023-11-26 01:11:22,app,2
141198,830.15,5490,PayPal,2024-02-12 05:54:35,app,6
141199,651.47,8423,PayPal,2023-12-10 18:57:00,app,8
141200,629.58,5488,PayPal,2023-10-04 12:26:33,app,6
141201,966.21,9734,Credit Card,2024-08-20 09:40:00,app,5
141202,627.88,6646,PayPal,2024-07-04 17:30:48,app,4
141203,598.58,6551,PayPal,2023-12-31 11:28:33,app,8
141204,319.3,8184,Credit Card,2024-09-09 17:46:44,app,8
141205,429.36,6275,Credit Card,2023-10-20 21:45:37,app,7
141206,661.6,4997,Credit Card,2023-12-27 15:52:49,app,6
141207,488.03,6263,PayPal,2024-01-15 05:05:03,app,3
141208,512.75,8894,PayPal,2024-02-09 23:40:30,app,2
141209,770.77,9881,PayPal,2023-12-22 10:31:45,app,3
141210,674.79,7031,Credit Card,2024-03-15 05:15:09,app,5
141211,852.28,4889,Credit Card,2024-02-17 03:18:23,app,7
141212,377.89,9795,Credit Card,2024-08-01 07:21:19,app,7
141213,987.32,474,PayPal,2024-07-31 15:32:01,app,3
141214,783.6,1522,PayPal,2024-07-30 12:59:28,app,5
141215,199.4,1620,Credit Card,2023-12-05 13:55:21,app,3
141216,241.67,9187,Credit Card,2024-02-06 12:19:48,app,1
141217,596.54,9089,PayPal,2024-01-13 13:25:37,app,9
141218,399.25,500,PayPal,2024-02-16 14:18:36,app,8
141219,592.92,6338,PayPal,2024-08-07 10:40:23,app,2
141220,956.26,5567,Bank Transfer,2024-08-03 13:42:03,app,7
141221,33.01,7901,PayPal,2023-12-15 22:25:33,app,3
141222,260.33,7500,Bank Transfer,2024-05-17 16:34:34,app,2
141223,39.12,5942,PayPal,2024-03-08 18:45:06,app,9
141224,319.28,2200,Bank Transfer,2024-02-29 20:59:50,app,7
141225,133.49,1408,Credit Card,2024-07-01 03:11:40,app,9
141226,23.97,3290,Credit Card,2024-06-13 08:19:32,app,4
141227,472.73,3201,Bank Transfer,2023-10-04 05:34:02,app,9
141228,773.22,8212,Bank Transfer,2023-11-02 00:03:36,app,6
141229,493.65,6327,Bank Transfer,2024-05-26 02:20:58,app,6
141230,362.1,6221,Credit Card,2024-04-08 20:13:09,app,5
141231,792.89,415,Bank Transfer,2023-12-23 08:55:30,app,10
141232,622.61,2346,PayPal,2024-04-22 05:02:00,app,6
141233,403.3,52,Credit Card,2024-03-13 22:30:27,app,9
141234,372.58,1238,PayPal,2024-03-17 11:28:03,app,2
141235,62.14,3699,Bank Transfer,2024-10-01 04:54:49,app,2
141236,193.1,706,PayPal,2023-10-30 14:48:30,app,9
141237,631.54,1950,Credit Card,2024-07-05 13:19:24,app,3
141238,864.67,7142,Credit Card,2023-11-12 09:45:11,app,2
141239,753.18,8608,PayPal,2024-06-21 19:54:17,app,3
141240,921.15,244,Bank Transfer,2024-06-21 19:35:59,app,6
141241,91.46,3910,Bank Transfer,2024-08-23 10:44:10,app,7
141242,729.2,5450,Credit Card,2024-04-05 13:48:48,app,7
141243,749.48,4823,Bank Transfer,2024-08-31 16:50:38,app,5
141244,471.85,7838,Credit Card,2024-01-28 04:35:12,app,8
141245,619.31,570,PayPal,2023-11-05 06:13:43,app,5
141246,612.5,5050,Credit Card,2024-06-19 16:27:55,app,4
141247,299.15,4384,PayPal,2024-02-08 22:12:02,app,6
141248,699.5,4893,Bank Transfer,2024-09-11 05:45:48,app,5
141249,718.01,9277,PayPal,2024-08-07 18:32:01,app,6
141250,159.24,244,PayPal,2024-05-01 10:47:22,app,3
141251,273.27,7466,Credit Card,2024-03-17 16:13:11,app,5
141252,935.13,2084,PayPal,2024-05-21 22:31:54,app,4
141253,37.75,4799,PayPal,2023-12-19 09:19:21,app,4
141254,912.14,8668,PayPal,2023-11-13 16:05:19,app,5
141255,487.01,1143,Credit Card,2023-12-18 00:19:19,app,9
141256,938.89,3798,PayPal,2024-06-23 00:24:56,app,4
141257,354.03,4639,PayPal,2024-02-04 14:38:31,app,5
141258,763.37,4312,PayPal,2024-07-24 20:22:10,app,9
141259,688.26,8912,Credit Card,2024-03-20 16:46:33,app,1
141260,774.91,6973,PayPal,2024-05-21 06:19:01,app,9
141261,697.3,5713,PayPal,2024-04-20 21:22:25,app,7
141262,930.12,6728,Credit Card,2024-03-05 19:31:51,app,8
141263,342.85,6771,Credit Card,2024-06-04 14:43:41,app,1
141264,665.21,2130,Credit Card,2024-03-30 23:17:00,app,1
141265,296.08,4264,Credit Card,2024-01-30 03:53:00,app,1
141266,358.09,9179,PayPal,2024-05-07 16:52:03,app,6
141267,84.45,2205,Bank Transfer,2024-09-29 05:01:18,app,6
141268,865.66,1935,PayPal,2023-10-22 05:31:21,app,1
141269,434.3,7759,PayPal,2023-11-09 09:54:32,app,9
141270,185.84,3297,PayPal,2024-05-20 19:36:18,app,3
141271,85.66,9977,PayPal,2024-07-04 11:15:02,app,3
141272,304.99,2677,Credit Card,2024-08-12 13:16:02,app,9
141273,722.53,2854,Credit Card,2024-05-13 11:03:48,app,3
141274,538.86,3739,Bank Transfer,2024-06-19 19:23:05,app,8
141275,741.57,6359,PayPal,2023-12-28 00:31:27,app,7
141276,574.96,9918,Credit Card,2023-10-15 00:58:31,app,5
141277,299.37,4720,PayPal,2024-08-18 04:01:53,app,6
141278,370.8,4701,Bank Transfer,2024-05-30 21:31:35,app,2
141279,446.21,610,Bank Transfer,2023-11-13 08:31:20,app,8
141280,379.54,3653,Credit Card,2024-06-20 11:28:52,app,4
141281,759.6,2890,Credit Card,2024-01-14 20:13:52,app,5
141282,733.14,1237,PayPal,2024-06-08 20:57:32,app,10
141283,222.86,6783,PayPal,2024-01-17 17:31:00,app,10
141284,663.62,131,PayPal,2024-08-28 04:37:32,app,3
141285,555.59,1390,Credit Card,2024-03-12 20:22:50,app,4
141286,323.33,2884,Credit Card,2024-05-22 22:07:15,app,8
141287,722.71,1655,PayPal,2024-08-06 07:49:31,app,7
141288,79.18,1210,PayPal,2023-10-08 20:34:13,app,6
141289,175.76,4383,Credit Card,2024-05-16 04:37:16,app,3
141290,359.81,2199,Bank Transfer,2024-05-07 06:54:59,app,8
141291,270.81,3175,Bank Transfer,2024-02-21 23:25:54,app,2
141292,833.22,3073,Credit Card,2024-01-25 23:24:34,app,2
141293,583.35,6606,PayPal,2024-08-21 19:26:30,app,4
141294,728.08,417,PayPal,2024-09-22 00:28:01,app,10
141295,45.18,5042,PayPal,2023-12-29 03:42:00,app,1
141296,118.35,6125,Bank Transfer,2024-05-19 06:43:39,app,10
141297,307.77,4643,Bank Transfer,2024-08-02 12:23:46,app,4
141298,712.37,9561,Credit Card,2024-05-26 05:43:28,app,9
141299,765.72,3392,Bank Transfer,2024-03-02 06:58:20,app,9
141300,642.05,3060,PayPal,2024-01-31 10:30:28,app,1
141301,834.89,266,PayPal,2023-10-28 09:47:01,app,3
141302,361.78,7395,Credit Card,2024-05-26 08:37:07,app,4
141303,402.42,4667,Credit Card,2023-10-20 07:06:37,app,4
141304,131.47,2363,Bank Transfer,2024-02-15 17:55:51,app,5
141305,47.34,980,Credit Card,2024-05-12 09:41:26,app,10
141306,73.25,4070,PayPal,2024-08-21 16:43:45,app,10
141307,102.13,7072,Bank Transfer,2024-05-14 17:53:42,app,8
141308,728.85,2610,PayPal,2024-05-15 07:11:12,app,3
141309,39.82,9750,Bank Transfer,2024-05-12 16:07:14,app,7
141310,254.71,7344,Credit Card,2024-07-26 01:23:23,app,7
141311,898.71,4826,Bank Transfer,2024-02-01 21:08:44,app,1
141312,467.19,9495,PayPal,2024-01-01 23:18:03,app,1
141313,527.55,8375,Bank Transfer,2024-05-23 11:05:04,app,3
141314,403.21,9874,Bank Transfer,2024-05-08 15:31:55,app,6
141315,664.74,2059,PayPal,2023-10-10 01:35:47,app,8
141316,265.81,142,Credit Card,2023-11-20 00:09:16,app,4
141317,416.58,9330,Credit Card,2024-09-07 14:02:46,app,3
141318,959.19,5474,PayPal,2024-09-17 05:25:34,app,10
141319,218.91,804,Bank Transfer,2023-11-30 16:49:31,app,2
141320,825.56,3402,Credit Card,2023-11-12 20:43:22,app,3
141321,257.84,9608,Bank Transfer,2024-06-28 04:38:55,app,8
141322,809.81,9391,Bank Transfer,2024-08-11 10:56:33,app,6
141323,854.61,4728,PayPal,2024-01-24 07:06:20,app,3
141324,255.87,1105,Bank Transfer,2023-12-30 04:21:19,app,1
141325,43.91,3551,Bank Transfer,2024-09-25 23:41:39,app,9
141326,130.37,5209,Bank Transfer,2024-02-19 21:53:14,app,4
141327,179.06,9814,Credit Card,2023-12-14 05:33:20,app,3
141328,333.51,7489,Bank Transfer,2024-04-07 06:23:13,app,1
141329,835.31,6325,PayPal,2024-03-01 05:47:33,app,3
141330,159.65,2614,Credit Card,2024-07-15 05:24:41,app,5
141331,954.98,8353,PayPal,2024-06-09 11:13:00,app,10
141332,858.91,8219,Credit Card,2023-11-10 16:36:47,app,8
141333,905.47,6263,Bank Transfer,2023-11-11 00:52:52,app,10
141334,94.12,7736,PayPal,2024-08-05 00:14:10,app,4
141335,516.16,4788,Bank Transfer,2024-04-20 21:16:37,app,2
141336,494.64,7046,Credit Card,2024-05-20 14:51:48,app,10
141337,905.76,2130,PayPal,2024-06-06 23:08:22,app,1
141338,465.66,3770,PayPal,2023-11-06 22:37:12,app,8
141339,998.44,8112,Credit Card,2024-09-06 16:27:32,app,8
141340,640.69,2988,Credit Card,2023-11-13 10:42:33,app,8
141341,966.85,8959,PayPal,2023-10-15 07:02:23,app,1
141342,392.97,3743,Bank Transfer,2024-04-29 18:22:45,app,4
141343,558.63,7036,Bank Transfer,2024-07-04 07:00:25,app,9
141344,294.79,1076,PayPal,2023-11-30 03:44:14,app,5
141345,742.44,6333,Bank Transfer,2023-12-02 12:10:25,app,2
141346,66.99,9349,Bank Transfer,2023-10-17 22:29:22,app,2
141347,527.54,2432,Credit Card,2024-08-08 20:55:03,app,3
141348,517.95,5456,Bank Transfer,2023-10-13 07:43:46,app,1
141349,948.0,7293,Bank Transfer,2023-11-04 04:43:32,app,8
141350,132.36,9533,PayPal,2024-08-16 21:02:53,app,3
141351,68.04,6801,PayPal,2024-05-10 15:51:27,app,3
141352,89.29,3577,Credit Card,2024-04-20 15:39:07,app,9
141353,162.17,7367,Credit Card,2024-08-09 20:04:20,app,2
141354,35.34,1235,Credit Card,2024-08-08 17:53:21,app,6
141355,575.37,181,PayPal,2023-11-28 02:27:26,app,6
141356,911.99,8088,PayPal,2023-10-15 02:12:18,app,10
141357,595.44,5019,Bank Transfer,2024-02-21 16:30:31,app,4
